"Date","TS_Predicted","PRECTOTCORR_Predicted","WS10M_Predicted"
2023-05-31,27.3748136105664,0.946966895384101,0.998992896538625
2023-06-01,27.2619476163876,3.41846441699465,1.56396151405983
2023-06-02,27.1279312073847,7.07433291293704,1.54795225596119
2023-06-03,27.2409017709652,0.191316156693672,1.15442941330747
2023-06-04,27.4125226955126,0.581977318364697,1.4426902289616
2023-06-05,27.4367625864939,2.27506058764766,1.63936773364238
2023-06-06,27.2811276280175,11.9657124818522,2.93256276955939
2023-06-07,27.1700024665547,3.84904540158691,1.64222760324145
2023-06-08,27.627354564146,2.91099063552286,1.38978326263187
2023-06-09,27.5754198470593,7.9205216796779,1.37840515151442
2023-06-10,27.1682162695317,11.4333829137159,1.61033757757605
2023-06-11,27.076579209731,3.73679849730296,2.07490220163914
2023-06-12,27.0744947736941,3.81783662639686,1.85325238227703
2023-06-13,26.8937816065364,6.05114711498471,1.68408426973464
2023-06-14,26.8119260538023,5.00474369038931,1.81578399275845
2023-06-15,26.7468105058346,15.0296429212922,2.01926049474206
2023-06-16,26.4811038782149,15.8095066784485,3.40889782585561
2023-06-17,26.7842868605376,13.6963608140514,2.56872384771744
2023-06-18,27.0122192084136,6.55134463693496,1.80841008650824
2023-06-19,27.2206529036629,3.4746177520024,1.61294930861378
2023-06-20,26.8246331101494,23.6836747093642,2.43756019834654
2023-06-21,27.0288173407259,1.10607403074716,1.48233360611022
2023-06-22,27.2479603860965,1.52207585754026,2.28719689897792
2023-06-23,26.9070677450407,33.7321941876883,3.19203622129349
2023-06-24,27.0962543863622,2.38102048579268,1.82683372367157
2023-06-25,27.4655792834697,1.88037370302599,1.48662820511772
2023-06-26,27.4750156922375,4.11651946603478,1.47645057797261
2023-06-27,27.3195110703181,3.94427898387233,1.90130251991521
2023-06-28,27.049040052534,7.70288233513453,1.85617251195717
2023-06-29,27.1336068241464,10.0318732706309,1.92105108696256
2023-06-30,26.9332213715417,9.37627846336159,2.26093734969647
2023-07-01,26.8228835066014,3.92627899376746,2.09083492483372
2023-07-02,27.0275843969886,14.1519202034951,1.98074566589421
2023-07-03,26.8873152329665,45.9380903918783,2.20566772310118
2023-07-04,27.0470718057708,7.6996532573038,1.64059818329477
2023-07-05,27.116853063922,15.8365385868704,2.35053533829151
2023-07-06,26.6216579587863,23.9037331597783,3.03047873768063
2023-07-07,26.5464841619446,4.54123050042086,1.7954282114129
2023-07-08,26.901328787438,0.30900454149839,1.78038328498669
2023-07-09,27.1661894294719,0.977016974941824,1.69034321664252
2023-07-10,27.2010644322816,2.57023413573958,1.6153073010753
2023-07-11,27.2659525344424,3.24363364046634,1.67027504916111
2023-07-12,27.2758525010365,9.00220001333859,2.20024613950951
2023-07-13,27.2257630536669,8.07091845267572,1.90022028494635
2023-07-14,27.4856829924403,1.69977290441644,1.49519717314233
